,comment,sentiment,
375,give light and people will find the way ella baker txs ken,normal,
376,main poco phone me ye video dekh raha hoo,normal,
377,this is so amazing love all of your recipes what kind of cookware do you use they are beautiful,appreciation,
378,i am currently learning the a b cs of data science so to take part in a conference would surely boost my perspective on the field the topic i am currently interested in is exploratory data analysiseda thank you,appreciation,
379,it ain t a ramsay dish if he isn t basting the meat,suggestion,
380,the best place to learn all about machine learning thank you so much sir for your efforts,appreciation,
381,thanks ken i am due to a career change here i want to study data science and i have found your overview here extremely useful,appreciation,
382,thank you so much for sharing this ken im really loving your videos,appreciation,
383,yummy stay connected,normal,
384,actually really budget this phone,normal,
385,iphone k liye wait kar raha hu me,normal,
386,this ia way better than the netflix new one the irl one,appreciation,
387,maheep siryou nailed it,appreciation,
388,thanks teaching wallah,appreciation,
389,love these recipes they look so simple and quick i ll have to give all three of them a try but every time he used a steel utensil in those nonstick pans i cringed must be nice to be able to afford single use pots and pans,appreciation,
390,i wanted to go in order watching the videos but this one oh my is great the tips the techniques you are in the flow this is going great for you again inspiring thank you for sharing ps the guest appearance it s lovely daysofdata,appreciation,
391,i really like this idea please do more of these maybe ill send my resume too once i am done with my projects d,appreciation,
392,rahul we are proud of you,appreciation,
393,i know that i ll do for dinner thank you it s super light and looks so tasty,appreciation,
394,thank you for this video ken i am going to do this,appreciation,
395,thank you for providing your insights its always good to have some guidance from the people already in the domain,appreciation,
396,i just recently bought clothes worth rs now i will have to use those clothes atleast once before buying also i have crap fashion sense so thanks for this video it was helpful,appreciation,
397,great advices from great mentor,appreciation,
398,as always great video ken both kaggle and github are great i agree with the complexity of github for sure,appreciation,
399,fashion bhaiya is a back thumbs up ranveer,appreciation,
400,loved how you told us to watch it again and i immediately moved the seek bar to the start im using new datasets but the emphasis on who really gave me an idea for what to say for my dataset on search word dataset thank you for saturday morning productivity,appreciation,
